==== 1 ====
Iteration,FP,FN,RF
0,0.08823529411764706,0.08823529411764706,0.08823529411764706
1,0.06060606060606061,0.08823529411764706,0.07442067736185384
2,0.08823529411764706,0.08823529411764706,0.08823529411764706
3,0.06060606060606061,0.08823529411764706,0.07442067736185384
4,0.08823529411764706,0.08823529411764706,0.08823529411764706
5,0.06060606060606061,0.08823529411764706,0.07442067736185384
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.08823529411764706,0.08823529411764706,0.08823529411764706
==== 2 ====
Iteration,FP,FN,RF
0,0.09090909090909091,0.11764705882352941,0.10427807486631016
1,0.09090909090909091,0.11764705882352941,0.10427807486631016
2,0.09090909090909091,0.11764705882352941,0.10427807486631016
3,0.09090909090909091,0.11764705882352941,0.10427807486631016
4,0.09090909090909091,0.11764705882352941,0.10427807486631016
5,0.09090909090909091,0.11764705882352941,0.10427807486631016
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.08823529411764706,0.08823529411764706,0.08823529411764706
==== 3 ====
Iteration,FP,FN,RF
0,0.058823529411764705,0.058823529411764705,0.058823529411764705
1,0.058823529411764705,0.058823529411764705,0.058823529411764705
2,0.058823529411764705,0.058823529411764705,0.058823529411764705
3,0.058823529411764705,0.058823529411764705,0.058823529411764705
4,0.058823529411764705,0.058823529411764705,0.058823529411764705
5,0.058823529411764705,0.058823529411764705,0.058823529411764705
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.058823529411764705,0.058823529411764705,0.058823529411764705
==== 4 ====
Iteration,FP,FN,RF
0,0.029411764705882353,0.029411764705882353,0.029411764705882353
1,0.0,0.029411764705882353,0.014705882352941176
2,0.0,0.029411764705882353,0.014705882352941176
3,0.0,0.058823529411764705,0.029411764705882353
4,0.030303030303030304,0.058823529411764705,0.044563279857397504
5,0.0,0.0,0.0
ASTRAL,0.0,0.0,0.0
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 5 ====
Iteration,FP,FN,RF
0,0.14705882352941177,0.14705882352941177,0.14705882352941177
1,0.125,0.17647058823529413,0.15073529411764708
2,0.14705882352941177,0.14705882352941177,0.14705882352941177
3,0.14705882352941177,0.14705882352941177,0.14705882352941177
4,0.14705882352941177,0.14705882352941177,0.14705882352941177
5,0.14705882352941177,0.14705882352941177,0.14705882352941177
ASTRAL,0.11764705882352941,0.11764705882352941,0.11764705882352941
QFM,0.14705882352941177,0.14705882352941177,0.14705882352941177
==== 6 ====
Iteration,FP,FN,RF
0,0.08823529411764706,0.08823529411764706,0.08823529411764706
1,0.09090909090909091,0.11764705882352941,0.10427807486631016
2,0.06060606060606061,0.08823529411764706,0.07442067736185384
3,0.06060606060606061,0.08823529411764706,0.07442067736185384
4,0.06060606060606061,0.08823529411764706,0.07442067736185384
5,0.0625,0.11764705882352941,0.0900735294117647
ASTRAL,0.08823529411764706,0.08823529411764706,0.08823529411764706
QFM,0.08823529411764706,0.08823529411764706,0.08823529411764706
==== 7 ====
Iteration,FP,FN,RF
0,0.12121212121212122,0.14705882352941177,0.1341354723707665
1,0.12121212121212122,0.14705882352941177,0.1341354723707665
2,0.12121212121212122,0.14705882352941177,0.1341354723707665
3,0.12121212121212122,0.14705882352941177,0.1341354723707665
4,0.12121212121212122,0.14705882352941177,0.1341354723707665
5,0.12121212121212122,0.14705882352941177,0.1341354723707665
ASTRAL,0.17647058823529413,0.17647058823529413,0.17647058823529413
QFM,0.14705882352941177,0.14705882352941177,0.14705882352941177
==== 8 ====
Iteration,FP,FN,RF
0,0.029411764705882353,0.029411764705882353,0.029411764705882353
1,0.029411764705882353,0.029411764705882353,0.029411764705882353
2,0.029411764705882353,0.029411764705882353,0.029411764705882353
3,0.029411764705882353,0.029411764705882353,0.029411764705882353
4,0.029411764705882353,0.029411764705882353,0.029411764705882353
5,0.029411764705882353,0.029411764705882353,0.029411764705882353
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.0,0.0,0.0
==== 9 ====
Iteration,FP,FN,RF
0,0.058823529411764705,0.058823529411764705,0.058823529411764705
1,0.058823529411764705,0.058823529411764705,0.058823529411764705
2,0.030303030303030304,0.058823529411764705,0.044563279857397504
3,0.0,0.058823529411764705,0.029411764705882353
4,0.0,0.058823529411764705,0.029411764705882353
5,0.0,0.058823529411764705,0.029411764705882353
ASTRAL,0.0,0.0,0.0
QFM,0.058823529411764705,0.058823529411764705,0.058823529411764705
==== 10 ====
Iteration,FP,FN,RF
0,0.06060606060606061,0.08823529411764706,0.07442067736185384
